Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sram30-0600-sl,SRAM30-0600-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRAM30-0600-SL,4962.3005278,,0,continue,manual,422.03,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sram30-0600-sl.png?v=1698687714,1,SRAM30-0600-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cr45r-2500,CR45R-2500,"<ul>
<li>Steel rail</li>
<li>Cut-to-length rail only</li>
<li>Compatible with carriage part number CR20, CR30, CR45</li>
<li>45 mm rail width</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CR45R-2500,49124053.671,,-10,continue,manual,130.78,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/cr45r-2500.png?v=1698687711,1,CR45R-2500,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sra32cc-016-000-sl,SRA32CC-016.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRA32CC-016.000-SL,4812.6150457,,0,continue,manual,304.21,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sra32cc-016.000-sl.png?v=1698687709,1,SRA32CC-016.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nim50ss-0300-sl,NIM50SS-0300-SL,"<ul>
<li>440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIM50SS-0300-SL,4712.8247243,,0,continue,manual,280.58,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nim50ss-0300-sl.png?v=1698687706,1,NIM50SS-0300-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nim50-0300-sl,NIM50-0300-SL,"<ul>
<li>Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIM50-0300-SL,4712.8247243,,0,continue,manual,84.83,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nim50-0300-sl.png?v=1698687703,1,NIM50-0300-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ccr20-036-000-sl,CCR20-036.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum - Integrated Design shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CCR20-036.000-SL,4712.8247243,,0,continue,manual,311.12,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ccr20-036.000-sl.png?v=1698687700,1,CCR20-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
rs-1000-024-000,RS-1000-024.000,"<ul>
<li>Tall profile linear slide</li>
<li>Alloy Steel shaft material with 0.625 in nominal diameter</li>
<li>Bearing Type: Plain Bearing with Standard liner material</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,RS-1000-024.000,46447858.688,,0,continue,manual,882.23,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/rs-1000-024.000.png?v=1698687697,1,RS-1000-024.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsra24-018-000-sl,LSRA24-018.000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRA24-018.000-SL,4613.0344029,,0,continue,manual,178.97,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsra24-018.000-sl.png?v=1698687695,1,LSRA24-018.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsg24-018-000-sl,LSG24-018.000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSG24-018.000-SL,4613.0344029,,0,continue,manual,199.89,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsg24-018.000-sl.png?v=1698687691,1,LSG24-018.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ccr24-024-000-sl,CCR24-024.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum - Integrated Design shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CCR24-024.000-SL,4549.5314711,,-2,continue,manual,233.50,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ccr24-024.000-sl.png?v=1698687689,1,CCR24-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pacz250c,PACZ250C,"<p>Die Set Bearing, 2.50 IN</p>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PACZ250C,2721.55422,,0,continue,manual,277.23,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pacz250c.png?v=1698687685,1,"PACZ250C, DIE SET BRG AL 2.50 COMP W/CLAMP",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
hvbea-462-hvp4,HVBEA-462/HVP4,"<ul>
<li>Wheel Only</li>
<li>Compatible with rail part number HVR, HVRI</li>
<li>123 mm outer diameter</li>
<li>Fixed</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,HVBEA-462-HVP4,4535.9237,,0,continue,manual,444.89,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/HVPS_70735e7b-b589-4ba1-a418-5f8196adb0aa.webp?v=1712696013,1,HVBEA-462-HVP4,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
hvb-062-hvp4,HVB-062/HVP4,"<ul>
<li>Wheel Only</li>
<li>Compatible with rail part number HVR, HVRI</li>
<li>123 mm outer diameter</li>
<li>Fixed</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,HVB-062-HVP4,4535.9237,,0,continue,manual,379.07,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/HVPS_c2c6927c-c302-403d-a5d1-24ee713c7515.webp?v=1712696016,1,HVB-062-HVP4,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsram25-1000-sl,LSRAM25-1000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRAM25-1000-SL,4504.1722341,,0,continue,manual,275.77,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsram25-1000-sl.png?v=1698687677,1,LSRAM25-1000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsgm25-1000-sl,LSGM25-1000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSGM25-1000-SL,4504.1722341,,0,continue,manual,294.42,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsgm25-1000-sl.png?v=1698687674,1,LSGM25-1000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ugt040d-b21-2000-bd1zg-00l0-0,UGT040D-B21-2000-BD1ZG-00L0-0,"<ul>
<li>Tall profile IVT rail with a carriage</li>
<li>Belt driven</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,UGT040D-B21-2000-BD1ZG-00L0-0,4486.0285393,,0,continue,manual,1716.06,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ugt040d-b21-2000-bd1zg-00l0-0.png?v=1698687671,1,UGT040D-B21-2000-BD1ZG-00L0-0,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsram40-0400-sl,LSRAM40-0400-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRAM40-0400-SL,4408.9178364,,0,continue,manual,727.16,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsram40-0400-sl.png?v=1698687668,1,LSRAM40-0400-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsgm40-0400-sl,LSGM40-0400-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSGM40-0400-SL,4408.9178364,,0,continue,manual,152.12,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsgm40-0400-sl.png?v=1698687665,1,LSGM40-0400-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sra20cc-036-000-sl,SRA20CC-036.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRA20CC-036.000-SL,4354.486752,,0,continue,manual,455.48,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sra20cc-036.000-sl.png?v=1698687662,1,SRA20CC-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsra20-024-000-sl,LSRA20-024.000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRA20-024.000-SL,4340.8789809,,0,continue,manual,209.19,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsra20-024.000-sl.png?v=1698687659,1,LSRA20-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsra16-036-000-sl,LSRA16-036.000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRA16-036.000-SL,4236.5527358,,0,continue,manual,258.41,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsra16-036.000-sl.png?v=1698687657,1,LSRA16-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
rs-0800-036-000,RS-0800-036.000,<p>Standard Linear Slide Only</p>,PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,RS-0800-036.000,42002653.462,,0,continue,manual,959.19,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/rs-0800-036.000.png?v=1698687654,1,"RS-0800-036.000, SLD ASY 0.500 ALLOY STLx36"" LG Y=2",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sra24cc-024-000-sl,SRA24CC-024.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRA24CC-024.000-SL,4191.1934988,,0,continue,manual,354.87,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sra24cc-024.000-sl.png?v=1698687650,1,SRA24CC-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil24ss-018-000-sl,NIL24SS-018.000-SL,"<ul>
<li>440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL24SS-018.000-SL,4173.049804,,-1,continue,manual,176.91,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil24ss-018.000-sl.png?v=1698687648,1,NIL24SS-018.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil24-018-000-sl,NIL24-018.000-SL,"<ul>
<li>Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL24-018.000-SL,4173.049804,,-2,continue,manual,66.01,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil24-018.000-sl.png?v=1698687645,1,NIL24-018.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ugt040d-a10-1500-ls3a1-ag21-0,UGT040D-A10-1500-LS3A1-AG21-0,"<p>ASY TALL,GST,LS,2mm,CFT,N17S</p>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,UGT040D-A10-1500-LS3A1-AG21-0,4150.3701855,,0,continue,manual,1169.72,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ugt040d-a10-1500-ls3a1-ag21-0.png?v=1698687642,1,"UGT040D-A10-1500-LS3A1-AG21-0, ASY TALL,GST,LS,2mm,CFT,N17S",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ugt040d-a10-1500-ls1zf-ag21-0,UGT040D-A10-1500-LS1ZF-AG21-0,"<ul>
<li>Tall profile GST rail with a carriage</li>
<li>Lead Screw driven with 2 mm lead</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,UGT040D-A10-1500-LS1ZF-AG21-0,4082.33133,,0,continue,manual,1085.80,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ugt040d-a10-1500-ls1zf-ag21-0.png?v=1698687639,1,UGT040D-A10-1500-LS1ZF-AG21-0,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pla055s-01aax-0500-1cd2i,PLA055S-01AAX-0500-1CD2I,"<ul>
<li>Number of drive shafts: 1</li>
<li>Single driven Standard carriage, Ball Screw driven with 0.2 mm lead</li>
<li>CAM roller carriage guided by Integral-V™ hardened steel raceways</li>
<li>Rail size of 55 mm</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PLA055S-01AAX-0500-1CD2I,40052206.271,,0,continue,manual,1734.40,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pla055s-01aax-0500-1cd2i.png?v=1698687636,1,PLA055S-01AAX-0500-1CD2I,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
mtb080d-0316-19l12,MTB080D-0316-19L12,"<ul>
<li>Belt driven with profile rail carriage of size 80 mm</li>
<li>Shaft Type:Left Male</li>
<li>Number of carriages: 1</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,MTB080D-0316-19L12,39961487.797,,0,continue,manual,1880.18,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/mtb080d-0316-19l12.png?v=1698687633,1,MTB080D-0316-19L12,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nim25ss-1000-sl,NIM25SS-1000-SL,"<ul>
<li>440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIM25SS-1000-SL,3928.1099242,,0,continue,manual,234.81,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nim25ss-1000-sl.png?v=1698687631,1,NIM25SS-1000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nim25-1000-sl,NIM25-1000-SL,"<ul>
<li>Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIM25-1000-SL,3928.1099242,,0,continue,manual,73.16,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nim25-1000-sl.png?v=1698687628,1,NIM25-1000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cr45r-2000,CR45R-2000,"<ul>
<li>Steel rail</li>
<li>Cut-to-length rail only</li>
<li>Compatible with carriage part number CR20, CR30, CR45</li>
<li>45 mm rail width</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CR45R-2000,3928.1099242,,0,continue,manual,104.63,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/cr45r-2000.png?v=1698687625,1,CR45R-2000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sr32pd-024-000-sl,SR32PD-024.000-SL,"<ul>
<li>Aluminum support rail</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SR32PD-024.000-SL,3869.1429161,,0,continue,manual,286.81,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sr32pd-024.000-sl.png?v=1698687622,1,SR32PD-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sr32-024-000-sl,SR32-024.000-SL,"<ul>
<li>Aluminum support rail</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SR32-024.000-SL,3869.1429161,,0,continue,manual,218.40,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sr32-024.000-sl.png?v=1698687619,1,SR32-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsram30-0600-sl,LSRAM30-0600-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSRAM30-0600-SL,3864.6069924,,0,continue,manual,223.18,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsram30-0600-sl.png?v=1698687616,1,LSRAM30-0600-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
lsgm30-0600-sl,LSGM30-0600-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,LSGM30-0600-SL,3864.6069924,,0,continue,manual,207.35,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/lsgm30-0600-sl.png?v=1698687613,1,LSGM30-0600-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil20ss-024-000-sl,NIL20SS-024.000-SL,"<ul>
<li>440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL20SS-024.000-SL,3864.6069924,,0,continue,manual,142.65,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil20ss-024.000-sl.png?v=1698687610,1,NIL20SS-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil20-024-000-sl,NIL20-024.000-SL,"<ul>
<li>Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL20-024.000-SL,3864.6069924,,0,continue,manual,57.68,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil20-024.000-sl.png?v=1698687607,1,NIL20-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ccr32-012-000-sl,CCR32-012.000-SL,"<ul>
<li>Aluminum support rail with Ceramic Coated Aluminum - Integrated Design shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CCR32-012.000-SL,3778.4244421,,0,continue,manual,183.04,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ccr32-012.000-sl.png?v=1698687604,1,CCR32-012.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
rr65cr-1000,RR65CR-1000,"<ul>
<li>65 mm base width</li>
<li>Aluminum alloy body with Stainless Steel raceways</li>
<li>Cut-to-length rail only</li>
<li>Compatible with carriage part number RRS30, RRS45, RRS65</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,RR65CR-1000,3751.2088999,,0,continue,manual,232.06,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/RR65_rail_df095576-fb23-4794-be47-4ab033f822b8.webp?v=1709763825,1, RR65CR-1000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
rr65-1000,RR65-1000,"<ul>
<li>65 mm base width</li>
<li>Aluminum alloy body with Steel raceways</li>
<li>Cut-to-length rail only</li>
<li>Compatible with carriage part number RRS30, RRS45, RRS65</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,RR65-1000,3751.2088999,,0,continue,manual,183.19,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/RR65_rail_635aeb1c-03fe-4b98-8e5b-70a7d537f26f.webp?v=1709763787,1,RR65-1000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil16ss-036-000-sl,NIL16SS-036.000-SL,"<ul>
<li>440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL16SS-036.000-SL,3705.8496629,,0,continue,manual,193.66,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil16ss-036.000-sl.png?v=1698687596,1,NIL16SS-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
nil16-036-000-sl,NIL16-036.000-SL,"<ul>
<li>Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,NIL16-036.000-SL,3705.8496629,,-3,continue,manual,67.66,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/nil16-036.000-sl.png?v=1698687593,1,NIL16-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sra16ss-024-000-sl,SRA16SS-024.000-SL,"<ul>
<li>Aluminum support rail with 440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRA16SS-024.000-SL,3628.73896,,0,continue,manual,431.53,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sra16ss-024.000-sl.png?v=1698687591,1,SRA16SS-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sra16-024-000-sl,SRA16-024.000-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRA16-024.000-SL,3628.73896,,0,continue,manual,303.47,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sra16-024.000-sl.png?v=1698687589,1,SRA16-024.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
muk65-0141-2005-1-ra-0,MUK65-0141-2005-1-RA-0,"<ul>
<li>Ball screw driven with profile rail carriage</li>
<li>05 ball screw pitch</li>
<li>Rail size of 65 mm</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,MUK65-0141-2005-1-RA-0,35833797.23,,0,continue,manual,3056.10,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/muk65-0141-2005-1-ra-0.png?v=1698687586,1,MUK65-0141-2005-1-RA-0,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sram20ss-0900-sl,SRAM20SS-0900-SL,"<ul>
<li>Aluminum support rail with 440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRAM20SS-0900-SL,3547.0923334,,0,continue,manual,545.81,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sram20ss-0900-sl.png?v=1698687584,1,SRAM20SS-0900-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sram20-0900-sl,SRAM20-0900-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRAM20-0900-SL,3547.0923334,,0,continue,manual,467.30,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sram20-0900-sl.png?v=1698687582,1,SRAM20-0900-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sram25ss-0600-sl,SRAM25SS-0600-SL,"<ul>
<li>Aluminum support rail with 440 Stainless Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRAM25SS-0600-SL,3492.661249,,0,continue,manual,431.09,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sram25ss-0600-sl.png?v=1698687580,1,SRAM25SS-0600-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sram25-0600-sl,SRAM25-0600-SL,"<ul>
<li>Aluminum support rail with Alloy Steel shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SRAM25-0600-SL,3492.661249,,0,continue,manual,361.12,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sram25-0600-sl.png?v=1698687578,1,SRAM25-0600-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sr24pd-036-000-sl,SR24PD-036.000-SL,"<ul>
<li>Aluminum support rail</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SR24PD-036.000-SL,3456.3738594,,0,continue,manual,336.62,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sr24pd-036.000-sl.png?v=1698687575,1,SR24PD-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sr24-036-000-sl,SR24-036.000-SL,"<ul>
<li>Aluminum support rail</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,SR24-036.000-SL,3456.3738594,,0,continue,manual,223.85,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/sr24-036.000-sl.png?v=1698687573,1,SR24-036.000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ccm40-1000-sl,CCM40-1000-SL,"<ul>
<li>Ceramic Coated Aluminum shaft material</li>
<li>Consult factory for custom lengths</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,CCM40-1000-SL,3411.0146224,,0,continue,manual,183.01,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ccm40-1000-sl.png?v=1698687571,1,CCM40-1000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
